,ID_ESTACION,GustLocalDayAvg_1,GustLocalDayAvg_2,GustLocalDayAvg_3,GustLocalDayAvg_4,GustLocalDayAvg_5,GustLocalDayAvg_6,MSLPLocalDayAvg_1,MSLPLocalDayAvg_2,MSLPLocalDayAvg_3,MSLPLocalDayAvg_4,MSLPLocalDayAvg_5,MSLPLocalDayAvg_6,RelativeHumidityLocalDayAvg_1,RelativeHumidityLocalDayAvg_2,RelativeHumidityLocalDayAvg_3,RelativeHumidityLocalDayAvg_4,RelativeHumidityLocalDayAvg_5,RelativeHumidityLocalDayAvg_6,UVIndexLocalDayAvg_1,UVIndexLocalDayAvg_2,UVIndexLocalDayAvg_3,UVIndexLocalDayAvg_4,UVIndexLocalDayAvg_5,UVIndexLocalDayAvg_6,VisibilityLocalDayAvg_1,VisibilityLocalDayAvg_2,VisibilityLocalDayAvg_3,VisibilityLocalDayAvg_4,VisibilityLocalDayAvg_5,VisibilityLocalDayAvg_6,WindSpeedLocalDayAvg_1,WindSpeedLocalDayAvg_2,WindSpeedLocalDayAvg_3,WindSpeedLocalDayAvg_4,WindSpeedLocalDayAvg_5,WindSpeedLocalDayAvg_6,lluvia_daytime_avg_1,lluvia_daytime_avg_2,lluvia_daytime_avg_3,lluvia_daytime_avg_4,lluvia_daytime_avg_5,lluvia_daytime_avg_6,lluvia_night_avg_1,lluvia_night_avg_2,lluvia_night_avg_3,lluvia_night_avg_4,lluvia_night_avg_5,lluvia_night_avg_6,nieve_daytime_Avg_1,nieve_daytime_Avg_2,nieve_daytime_Avg_3,nieve_daytime_Avg_4,nieve_daytime_Avg_5,nieve_daytime_Avg_6,nieve_night_Avg_1,nieve_night_Avg_2,nieve_night_Avg_3,nieve_night_Avg_4,nieve_night_Avg_5,nieve_night_Avg_6,campaña
10,10,8.762240157503316,8.815004929508035,8.3521851196619,8.206346538615445,7.942748917748918,6.0,102207.90774193549,102154.05716748768,101770.79161290324,101448.3806666667,101617.9541935484,101533.486,68.27926267281107,67.09454609429979,68.75806451612904,70.93857142857142,62.10645161290323,42.45,0.403225806451613,0.6181034482758619,1.0423963133640552,1.5419047619047617,2.132718894009216,1.45,12675.929493087559,12515.456914144967,12192.199078341013,12429.776190476192,13424.791705069123,16093.0,2.8930875576036867,2.767382125263899,3.215668202764977,2.7504761904761907,2.420276497695853,3.4,39.25714285714286,12.514285714285716,55.542857142857144,44.4,19.714285714285715,0.0,31.885714285714283,9.77142857142857,41.142857142857146,53.65714285714286,13.885714285714284,0.0,0.020571428571428574,0.0051428571428571435,0.0,0.0,0.0,0.0,0.018857142857142857,0.003428571428571429,0.0,0.0,0.0,0.0,15
11,11,8.999793864914388,8.837058259201115,8.353476057089503,8.273292778649921,8.372727272727271,5.7,102231.25225806453,102166.45349753696,101768.86967741938,101444.18733333334,101617.04129032258,101534.04333333335,70.54930875576038,67.62630190007037,68.1778801843318,69.03952380952381,60.3847926267281,41.150000000000006,0.41336405529953923,0.6333391977480646,1.0594470046082949,1.5728571428571427,2.161290322580644,1.5,12623.866820276497,12631.402163969035,12474.594470046082,12752.381428571429,13573.133640552993,16093.0,2.89815668202765,2.8269352568613653,3.3861751152073736,2.9561904761904763,2.6276497695852536,3.4,24.514285714285712,6.3428571428571425,41.65714285714286,36.17142857142857,16.97142857142857,0.0,22.28571428571428,4.285714285714286,32.05714285714286,46.285714285714285,16.45714285714286,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0051428571428571435,0.0,0.0,0.0,0.0,0.0,15
12,12,9.232109685979653,8.918388278388278,8.571613544731395,8.378254635187409,8.133027210884354,6.45,102214.83354838712,102159.44618226602,101772.8664516129,101449.47933333334,101623.49161290322,101543.49200000001,69.97695852534562,68.16539408866996,69.16682027649769,70.81190476190477,61.81336405529953,41.15,0.4027649769585254,0.6211118930330751,1.034101382488479,1.5399999999999998,2.1345622119815664,1.45,12547.385714285716,12430.433040112597,12111.49400921659,12383.795238095236,13297.412442396313,16093.0,3.4824884792626727,3.314567206192822,3.7788018433179724,3.236666666666666,2.8290322580645157,3.45,32.57142857142857,8.914285714285715,44.91428571428571,33.94285714285714,17.142857142857142,0.0,26.914285714285715,7.714285714285715,38.05714285714287,44.228571428571435,14.571428571428571,0.0,0.03085714285714286,0.0,0.0,0.0,0.0,0.0,0.010285714285714287,0.0,0.0,0.0,0.0,0.0,15
13,13,9.318766342262583,8.935811093668237,8.544534062428799,8.309828548644338,8.240079365079364,6.0,102224.9477419355,102163.1628817734,101770.98322580647,101446.62000000002,101620.47612903225,101540.20133333335,70.20460829493088,68.11271991555243,68.72488479262674,69.72571428571429,60.42580645161291,38.95,0.4092165898617513,0.6297501759324418,1.0483870967741935,1.5604761904761904,2.1465437788018424,1.5,12586.313364055299,12499.615253342718,12247.842396313363,12574.804285714285,13448.138248847928,16093.0,3.585253456221199,3.411030964109781,3.888018433179724,3.3566666666666665,2.9543778801843317,3.65,26.22857142857143,6.685714285714288,43.88571428571429,35.48571428571429,13.200000000000001,0.0,21.77142857142857,7.714285714285714,36.34285714285714,40.800000000000004,17.485714285714288,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.015428571428571429,0.0,0.0,0.0,0.0,0.0,15
14,14,9.244127330566092,9.136775248560962,8.743137608006027,8.437843628679541,8.32309916274202,6.050000000000001,102216.13548387097,102159.41502463054,101759.08387096775,101429.80666666667,101627.13548387098,101549.37333333332,71.6668202764977,69.56681914144967,70.24654377880185,71.49285714285715,61.94009216589861,38.2,0.40184331797235023,0.6236277269528498,1.0382488479262673,1.5442857142857138,2.140552995391704,1.5,12462.345622119816,12362.112420830399,12063.064516129032,12373.204761904763,13289.511520737327,16093.0,3.6672811059907837,3.4980647431386345,3.951152073732719,3.3799999999999994,2.9580645161290318,3.7,30.514285714285716,8.4,44.05714285714286,35.65714285714286,15.085714285714285,0.0,23.657142857142862,8.400000000000002,37.028571428571425,41.48571428571428,18.342857142857145,0.0,0.06857142857142856,0.0,0.0,0.0,0.0,0.0,0.02742857142857143,0.003428571428571429,0.0,0.0017142857142857144,0.0,0.0,15
15,15,9.248109607479355,8.898153235653234,8.55087753969905,8.424164665866346,8.256603872318157,6.4,102220.18387096772,102159.77642857142,101768.29806451613,101441.85066666667,101624.4380645161,101544.91866666668,70.82672811059908,69.03177339901477,69.6958525345622,70.99428571428571,61.64884792626729,39.55,0.4050691244239632,0.6246657283603094,1.0400921658986175,1.5523809523809522,2.144700460829492,1.5,12524.0133640553,12430.676249120337,12140.787096774193,12446.999523809525,13343.079723502304,16093.0,3.515207373271889,3.3567909922589725,3.835023041474654,3.296666666666667,2.891705069124424,3.65,29.142857142857142,7.885714285714287,44.74285714285715,33.771428571428565,16.8,0.0,25.2,8.22857142857143,36.685714285714276,45.08571428571429,17.314285714285713,0.0,0.05485714285714286,0.003428571428571429,0.0,0.0,0.0,0.0,0.023999999999999997,0.0017142857142857144,0.0,0.0,0.0,0.0,15
16,16,9.031307189542483,8.7629563293849,8.495539443847715,8.351355542216886,8.207820512820513,6.2,102216.86451612903,102159.36970443351,101756.83870967742,101426.96666666667,101622.34193548387,101540.08,71.15990783410139,69.41045038705137,70.18801843317974,71.53857142857143,62.236866359447,41.35,0.40552995391705077,0.6261963406052073,1.045622119815668,1.5533333333333332,2.147926267281105,1.5,12507.963133640555,12440.388810696693,12160.884792626728,12436.909523809523,13367.760368663594,16093.0,3.1027649769585253,3.0235749472202675,3.574654377880184,3.0923809523809527,2.726267281105991,3.55,30.0,8.571428571428573,45.42857142857143,37.885714285714286,16.62857142857143,0.0,25.199999999999996,8.22857142857143,34.28571428571429,46.800000000000004,13.885714285714284,0.0,0.06342857142857143,0.006857142857142858,0.0,0.0,0.0,0.0,0.02742857142857143,0.003428571428571429,0.0,0.0,0.0,0.0,15
17,17,9.344773879248669,8.948837828837828,8.729193121693122,8.523568524575822,8.53885138670853,6.2,102230.68387096774,102165.18719211823,101761.36774193546,101430.86,101627.8129032258,101551.29333333333,72.7483870967742,69.37214989444054,69.78387096774193,70.50952380952381,60.33870967741935,36.900000000000006,0.4023041474654379,0.6252111189303305,1.03963133640553,1.5452380952380949,2.1433179723502294,1.6,12358.437788018433,12317.08075299085,12145.064516129032,12390.461904761905,13281.221198156682,16093.0,3.735483870967742,3.5671006333567914,4.021198156682027,3.4657142857142857,3.0737327188940093,3.85,25.885714285714283,10.457142857142857,39.771428571428565,39.6,20.400000000000002,0.0,16.97142857142857,8.914285714285715,33.77142857142857,47.48571428571429,20.057142857142857,0.0,0.06342857142857142,0.010285714285714285,0.0,0.0,0.0,0.0,0.025714285714285714,0.003428571428571429,0.0,0.0051428571428571435,0.0,0.0,15
18,18,8.943820861678006,8.898655844155844,8.421656223893066,8.263788848872883,8.066394557823129,6.4,102212.24903225806,102156.87938423645,101772.06516129033,101448.914,101621.06838709678,101538.098,70.19953917050691,68.80450387051374,69.80322580645162,71.77619047619048,62.69216589861752,42.95,0.40414746543778807,0.6216045038705136,1.040552995391705,1.542857142857143,2.1359447004608287,1.45,12584.888479262672,12445.198328641802,12153.975115207375,12375.274285714284,13337.71244239631,16093.0,3.0539170506912443,2.95103800140746,3.4488479262672818,2.9509523809523808,2.5857142857142854,3.55,35.14285714285714,11.142857142857144,48.68571428571429,37.714285714285715,17.999999999999996,0.0,28.28571428571429,8.742857142857144,36.34285714285715,47.65714285714286,15.085714285714285,0.0,0.037714285714285714,0.006857142857142858,0.0,0.0,0.0,0.0,0.024,0.0017142857142857144,0.0,0.0,0.0,0.0,15
19,19,9.009972716359272,9.003015769944342,8.46387654742918,8.337222388955581,8.122380952380954,5.9,102214.25161290322,102158.43743842363,101757.94193548386,101428.7,101621.8064516129,101539.7,70.28433179723503,68.58720971147079,69.40046082949308,71.07095238095238,62.061751152073725,42.8,0.40460829493087563,0.6241555242786768,1.0414746543778801,1.5476190476190474,2.140552995391704,1.45,12574.797235023041,12460.42857142857,12162.221198156682,12425.080952380953,13341.755760368664,16093.0,3.1617511520737334,3.061206896551724,3.5723502304147474,3.0676190476190475,2.6866359447004604,3.5,31.714285714285715,8.228571428571428,45.08571428571428,35.31428571428571,17.82857142857143,0.0,26.22857142857143,8.057142857142859,36.0,45.60000000000001,14.057142857142859,0.0,0.03257142857142858,0.0017142857142857144,0.0,0.0,0.0,0.0,0.013714285714285715,0.0,0.0,0.0,0.0,0.0,15
20,0,7.268421052631578,7.947826086956522,6.725000000000001,6.140000000000001,7.24,6.9,102201.82580645163,102146.6157635468,101755.80645161291,101428.20666666665,101617.30322580646,101532.44666666667,71.19032258064516,64.34482758620688,64.06451612903227,69.55,65.52903225806452,57.40333333333332,0.3838709677419355,0.606896551724138,1.0483870967741935,1.4366666666666668,2.0387096774193543,2.43,15960.451612903225,15957.379310344828,15846.322580645161,15187.8,15838.645161290322,16069.333333333334,3.116129032258064,4.244827586206897,3.2806451612903222,3.0,3.083870967741935,2.9366666666666665,12.0,4.8,24.0,82.8,21.6,1.2000000000000002,3.5999999999999996,7.200000000000001,4.800000000000001,63.60000000000001,14.399999999999999,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
21,1,6.895833333333333,7.907692307692309,6.756521739130435,6.373684210526315,7.6,0.0,102234.05806451612,102167.03152709358,101762.08387096776,101431.5,101629.07096774194,101553.19333333333,78.10967741935481,70.91724137931035,68.36451612903224,72.35,67.01935483870969,55.24999999999999,0.3903225806451613,0.6,1.0225806451612902,1.45,2.0193548387096767,2.4566666666666666,15977.58064516129,15713.034482758621,15843.548387096775,15408.9,15685.161290322581,16010.8,3.25483870967742,4.527586206896552,3.4677419354838714,3.1366666666666676,3.1935483870967745,3.0999999999999996,6.000000000000001,10.8,20.4,43.2,34.800000000000004,7.199999999999999,6.000000000000001,21.599999999999998,10.8,36.00000000000001,27.599999999999994,6.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
22,2,6.957894736842104,7.591666666666666,6.338095238095238,5.94,7.225,7.9,102230.34838709678,102165.75137931034,101763.43870967742,101439.94933333334,101615.4329032258,101532.83600000001,75.69354838709678,65.02413793103447,65.89677419354838,69.30333333333333,67.03548387096772,58.32666666666668,0.4032258064516129,0.617241379310345,1.058064516129032,1.5033333333333334,2.070967741935483,2.47,15965.883870967742,15989.313793103449,15914.748387096774,15719.51,15936.612903225809,16070.51,3.035483870967742,4.165517241379311,3.258064516129031,3.003333333333333,3.0967741935483866,2.9466666666666663,8.399999999999999,2.4000000000000004,32.400000000000006,30.0,13.2,6.0,4.800000000000001,7.199999999999999,7.2,66.0,13.2,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
23,3,7.133333333333333,8.0625,6.717391304347825,6.3166666666666655,7.5,7.4,102213.03225806452,102157.90000000001,101758.68387096774,101429.60666666666,101625.8322580645,101547.06666666668,77.05161290322582,70.25517241379313,68.04193548387096,72.71333333333334,67.52580645161291,56.773333333333326,0.3838709677419355,0.6103448275862069,1.0290322580645161,1.4566666666666668,2.0225806451612893,2.4333333333333327,16010.612903225807,15969.793103448275,15864.225806451614,15583.2,15730.645161290322,16051.6,3.212903225806452,4.431034482758621,3.4193548387096775,3.1333333333333324,3.190322580645161,3.086666666666666,8.399999999999999,8.400000000000002,20.4,42.0,30.0,3.5999999999999996,2.4000000000000004,6.0,16.8,32.4,33.60000000000001,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
24,4,7.194736842105261,7.933333333333334,6.613636363636362,6.194444444444445,7.166666666666667,7.3,102229.5335483871,102164.9135221675,101770.6812903226,101446.4266666667,101620.98322580647,101541.87133333334,76.41612903225806,67.86896551724136,66.07096774193548,70.08666666666666,65.68709677419356,54.74,0.39354838709677414,0.6103448275862069,1.0451612903225809,1.4633333333333334,2.04516129032258,2.45,15974.83548387097,15887.927586206895,15711.451612903225,15568.226666666666,15759.006451612904,16009.873333333333,3.125806451612904,4.36896551724138,3.3870967741935485,3.0900000000000007,3.1774193548387095,3.0966666666666667,9.600000000000001,4.800000000000001,34.8,56.4,24.0,8.399999999999999,3.6000000000000005,18.0,20.4,43.20000000000001,37.199999999999996,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
25,5,7.1850000000000005,7.8759999999999994,6.755000000000001,6.170588235294117,7.475,7.300000000000001,102211.4129032258,102156.64408866994,101757.70322580646,101428.82666666666,101621.87096774194,101539.37333333332,75.51290322580645,69.21724137931037,67.37419354838708,73.41,68.24838709677418,58.71666666666668,0.3870967741935484,0.6103448275862069,1.0483870967741935,1.4533333333333334,2.0354838709677416,2.433333333333334,15986.451612903225,15934.068965517241,15808.258064516129,15400.6,15753.161290322581,16059.033333333333,3.206451612903226,4.36551724137931,3.361290322580646,3.090000000000001,3.154838709677419,3.03,9.600000000000001,7.200000000000001,22.799999999999997,48.00000000000001,29.999999999999996,4.8,3.6000000000000005,8.400000000000002,12.0,50.40000000000001,30.0,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
26,6,7.041666666666667,8.168,6.987500000000001,6.563157894736843,7.933333333333334,7.8,102229.42580645162,102166.14655172413,101766.76129032257,101434.94666666666,101632.88387096775,101557.64666666667,76.71290322580644,69.81379310344828,67.29032258064515,71.08333333333333,65.81935483870969,54.32333333333334,0.3774193548387097,0.5862068965517241,0.996774193548387,1.41,2.006451612903225,2.4366666666666665,16034.161290322581,15787.379310344828,15735.290322580646,15161.633333333333,15623.322580645161,16081.733333333334,3.3645161290322583,4.6000000000000005,3.5258064516129037,3.2033333333333336,3.2483870967741937,3.166666666666667,3.5999999999999996,12.0,18.0,68.4,38.400000000000006,0.0,2.4000000000000004,15.599999999999998,12.0,41.99999999999999,34.800000000000004,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
27,7,7.149999999999999,7.673076923076923,6.654545454545455,6.183333333333334,7.45,7.35,102219.49870967743,102161.9224137931,101772.91935483873,101448.77,101622.69870967741,101541.80066666668,74.03870967741936,66.81379310344826,65.64516129032258,70.93333333333335,66.57419354838709,57.15333333333333,0.3870967741935484,0.6137931034482759,1.038709677419355,1.4699999999999998,2.035483870967741,2.4366666666666665,16003.390322580644,15992.827586206897,15881.890322580644,15545.363333333333,15759.73870967742,16036.463333333335,3.145161290322581,4.324137931034482,3.3451612903225807,3.0766666666666667,3.1483870967741927,3.046666666666666,8.399999999999999,3.6000000000000005,21.6,43.2,27.599999999999998,3.6000000000000005,3.6000000000000005,7.2,16.799999999999997,37.20000000000001,28.799999999999997,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
