campaña,id_finca,id_zona,id_estacion,altitud,variedad,modo,tipo,color,superficie,produccion
14,55814,44,7,630.0,40,2,0,1,2.16,23400.0
14,55814,44,7,630.0,17,2,0,1,2.1596635135135136,6910.0
14,55814,44,7,630.0,81,2,0,1,1.03,6460.0
14,6321,44,7,630.0,59,1,0,1,1.1455920287261596,2629.1
14,18939,44,7,630.0,59,1,0,1,1.1455920287261596,1680.9
14,74473,44,7,630.0,59,2,0,1,1.7953,12360.0
14,40200,44,7,630.0,71,1,0,1,1.774,372.0
14,40200,44,7,630.0,68,1,0,0,1.0077,1460.0
14,38272,44,7,630.0,71,1,0,1,1.06,868.0
14,38272,44,7,630.0,87,1,0,0,1.63,4420.0
14,38272,44,7,630.0,17,1,0,1,1.4393,6200.0
14,38272,44,7,630.0,81,1,0,1,2.9500000000000006,13330.0
14,27629,44,7,630.0,32,2,0,1,2.7647999999999997,14160.0
14,62733,44,7,630.0,59,2,0,1,1.7953,1350.0
14,55404,899,16,640.0,81,1,0,1,6.346566666666667,21776.86
14,99693,899,16,640.0,81,1,0,1,6.346566666666667,16856.59
14,6544,899,16,640.0,81,1,0,1,6.346566666666667,336.57
14,93819,899,16,640.0,59,2,0,1,0.2765,1350.0
14,91094,379,16,620.0,59,1,0,1,1.0396666666666667,6420.1
14,37661,379,16,620.0,59,1,0,1,0.9007999999999999,6758.0
14,2891,379,16,620.0,59,1,0,1,0.4741,13178.1
14,3555,379,16,620.0,59,1,0,1,3.223333333333333,3716.9
14,72124,379,16,620.0,32,2,0,1,0.9395000000000001,4865.0
14,18581,379,16,620.0,59,2,0,1,0.2045,1350.0
14,13822,379,16,620.0,59,2,0,1,0.42,1350.0
14,23846,379,16,620.0,59,2,0,1,1.2593,1350.0
14,89768,379,7,620.0,52,2,0,1,2.5313,3530.0
14,57254,379,7,620.0,59,1,0,1,1.21078,11280.0
14,57254,379,7,620.0,32,2,0,1,1.4107,18120.0
14,80170,379,7,620.0,32,2,0,1,2.1631,8817.036
14,3091,379,16,620.0,81,1,0,1,5.9197,26610.34
14,35785,379,16,620.0,81,1,0,1,4.19485,1082.3
14,80479,379,7,620.0,52,2,0,1,5.64,19930.0
14,88517,379,16,620.0,87,1,0,0,0.941,6160.0
14,61928,379,16,620.0,81,1,0,1,2.47,4697.34
14,87201,379,16,620.0,59,1,0,1,0.416,3716.9
14,94886,726,7,610.0,17,1,0,1,2.6800000000000006,6744.0
14,94886,726,7,610.0,32,2,0,1,3.5729,10505.0
14,44512,726,7,610.0,32,2,0,1,3.814666666666666,10505.0
14,63181,726,7,610.0,68,1,0,0,1.1,6780.0
14,63181,726,7,610.0,17,1,0,1,2.68,10116.0
14,48816,726,7,610.0,17,1,0,1,2.6800000000000006,11316.0
14,96975,726,7,610.0,59,1,0,1,1.1455920287261596,4456.2
14,58108,726,7,610.0,59,1,0,1,1.1455920287261596,6153.8
14,68761,726,7,610.0,17,1,0,1,2.6800000000000006,7544.0
14,85950,474,7,625.0,9,2,0,0,2.17,4820.0
14,1270,474,7,625.0,9,2,0,0,2.48,4820.0
14,99033,474,15,625.0,81,2,0,1,2.4881,2284.2
14,12869,474,7,625.0,81,2,0,1,1.03,21826.8
14,14471,474,7,625.0,81,2,0,1,1.03,1269.0
14,97777,474,7,625.0,17,1,0,1,1.474167508865248,10680.0
14,87878,474,7,625.0,15,2,0,1,6.7237,7030.0
14,94554,893,7,590.0,68,1,0,0,0.9679104826546002,10610.0
14,56444,893,7,590.0,59,1,0,1,1.1455920287261596,11050.0
14,64499,893,7,590.0,32,2,0,1,1.3996000000000002,5626.71
14,84904,893,7,590.0,32,2,0,1,1.021,4126.254
14,8690,893,7,590.0,17,2,0,1,2.1596635135135136,2160.0
14,95008,893,7,590.0,17,1,0,1,0.5394,3080.0
14,58150,893,7,590.0,52,2,0,1,1.6289,10490.0
14,23668,893,7,590.0,59,2,0,1,1.19,10100.0
14,35287,893,7,590.0,68,1,0,0,0.9679104826546002,4545.0
14,61978,893,7,590.0,17,1,0,1,0.5394,19900.0
14,47401,893,7,590.0,68,1,0,0,0.9679104826546002,4545.0
14,78934,506,7,610.0,17,1,0,1,3.2533,6430.0
14,58567,506,7,610.0,17,2,0,1,2.6214,16830.0
14,33248,506,16,610.0,17,1,0,1,3.2533,25880.0
14,14470,506,7,610.0,59,1,0,1,1.1455920287261596,5300.0
14,14470,506,7,610.0,32,2,0,1,6.127666666666666,58880.0
14,14470,506,7,610.0,17,2,0,1,2.7919,8049.6
14,14470,506,7,610.0,59,2,0,1,0.7824,7530.0
14,18139,506,7,610.0,17,1,0,1,3.2533,10300.0
14,18139,506,7,610.0,59,1,0,1,1.1455920287261596,6770.0
14,18139,506,7,610.0,17,2,0,1,2.70665,12590.4
14,89440,506,7,610.0,26,2,0,1,4.5,4570.0
14,45489,506,16,610.0,32,2,0,1,6.8,17823.96
14,48877,506,16,610.0,32,2,0,1,12.957333333333333,33616.04
14,48877,506,16,610.0,52,2,0,1,6.703333333333333,9225.76
14,48877,506,16,610.0,59,2,0,1,7.218133333333334,15172.338
14,68089,506,16,610.0,52,2,0,1,9.358600000000001,11934.24
14,68089,506,16,610.0,59,2,0,1,9.54,19997.662
14,31153,990,18,665.0,32,2,0,1,0.0995,2709.7
14,38454,990,18,665.0,32,2,0,1,1.0169,2820.3
14,2821,990,18,665.0,59,2,0,1,3.1280666666666668,17210.0
14,52475,990,18,665.0,59,1,0,1,1.7105,5130.0
14,88005,844,18,700.0,52,2,0,1,4.419,11979.0
14,86193,844,18,700.0,59,1,0,1,2.667454666666666,12680.0
14,70752,849,5,700.0,84,2,0,0,1.768,8000.0
14,68343,849,5,700.0,81,1,0,1,2.6334175714285717,13760.0
14,54960,849,5,700.0,68,1,0,0,1.57,30260.0
14,68936,849,5,700.0,87,1,0,0,1.4439204545454545,13030.0
14,68936,849,5,700.0,40,2,0,1,3.2632999999999996,5840.0
14,74003,849,5,700.0,59,1,0,1,4.03,17270.0
14,1848,849,5,700.0,68,2,0,0,0.8743733333333333,8580.0
14,81073,849,5,700.0,32,2,0,1,1.72,6320.0
14,81073,849,5,700.0,40,2,0,1,3.2633,4320.0
14,81073,849,5,700.0,52,2,0,1,2.2458,12570.0
14,68718,849,5,700.0,52,2,0,1,2.11,8470.0
14,64042,849,5,700.0,59,1,0,1,4.03,21420.0
14,797,845,16,647.5,68,1,0,0,2.3854,10140.0
14,797,845,16,647.5,59,1,0,1,6.1287666666666665,32610.0
14,92218,845,16,647.5,87,1,0,0,2.0143000000000004,3260.0
14,92218,845,16,647.5,68,1,0,0,1.6952,6296.4
14,84183,845,16,647.5,59,2,0,1,0.6629,1790.0
14,37952,845,16,647.5,81,1,0,1,2.8895,6040.0
14,25422,845,16,647.5,59,1,0,1,1.8072,11270.0
14,46560,845,16,647.5,68,1,0,0,1.961923529411765,5342.4
14,84948,845,16,647.5,68,1,0,0,2.3375,7441.2
14,62968,845,16,647.5,59,1,0,1,3.0803482758620686,350.7
14,14843,845,16,647.5,62,2,0,0,9.6708,10650.88
14,80627,845,16,647.5,62,2,0,0,1.8,1909.12
14,80627,845,16,647.5,8,2,0,0,3.0,3419.176
14,80627,845,16,647.5,43,2,0,0,4.2888,5510.0
14,45773,724,16,610.0,32,2,0,1,5.22,2940.0
14,87664,724,16,610.0,59,1,0,1,2.09,607.6
14,77554,724,16,610.0,17,1,0,1,0.6088,1918.0
14,87293,724,16,610.0,32,2,0,1,2.7309,14595.0
14,87293,724,16,610.0,59,2,0,1,1.2014,7122.4
14,9158,724,16,610.0,59,1,0,1,2.4399999999999995,9470.0
14,4334,724,16,610.0,59,2,0,1,1.2888,5157.6
14,35271,724,16,610.0,40,2,0,1,5.877199999999999,9440.0
14,33486,724,16,610.0,17,1,0,1,2.882625,53500.0
14,19605,724,16,610.0,17,1,0,1,5.1564499999999995,17262.0
14,20934,724,16,610.0,59,1,0,1,2.7900000000000005,1562.4
14,84482,272,16,635.0,81,1,0,1,4.9577,16460.0
14,72027,272,5,635.0,81,1,0,1,4.572885714285714,8249.1
14,50528,272,5,635.0,59,1,0,1,3.0560666666666667,19632.0
14,3860,272,5,635.0,52,2,0,1,7.2346,13797.0
14,55261,272,5,635.0,59,1,0,1,3.0560666666666667,11760.0
14,70620,272,16,635.0,59,1,0,1,0.85,352.5
14,97861,272,5,635.0,59,1,0,1,1.75,4060.0
14,72130,272,5,635.0,52,2,0,1,1.4427,1533.0
14,72130,272,5,635.0,59,2,0,1,3.2106181818181816,12810.0
14,523,272,5,635.0,59,1,0,1,3.0560666666666667,2290.4
14,68145,272,5,635.0,59,1,0,1,3.0560666666666667,9161.6
14,68145,272,5,635.0,81,1,0,1,4.572885714285714,4523.7
14,68145,272,5,635.0,52,2,0,1,1.95,10388.88
14,20693,272,5,635.0,59,1,0,1,3.0560666666666667,1636.0
14,20693,272,5,635.0,81,1,0,1,4.572885714285714,2394.9
14,20693,272,5,635.0,32,2,0,1,2.60222,67420.0
14,20693,272,5,635.0,52,2,0,1,3.23,14171.12
14,53171,272,16,635.0,59,1,0,1,3.0560666666666667,2404.8
14,25377,272,16,635.0,59,1,0,1,2.5375,1997.5
14,77330,272,16,635.0,59,1,0,1,3.0560666666666667,3470.0
14,47612,272,16,635.0,59,1,0,1,3.0560666666666667,2254.5
14,28239,272,16,635.0,17,1,0,1,1.7900000000000003,19604.4
14,58595,272,16,635.0,59,1,0,1,3.0560666666666667,4228.4
14,58595,272,16,635.0,59,2,0,1,3.2106181818181816,3968.8
14,62629,272,16,635.0,81,1,0,1,5.0857,19970.0
14,62629,272,16,635.0,81,2,0,1,1.9316352941176467,18210.0
14,34512,272,16,635.0,59,1,0,1,10.055766666666665,48010.0
14,87873,272,16,635.0,59,1,0,1,5.9563,8456.8
14,87873,272,16,635.0,32,2,0,1,1.3747,5685.6
14,87873,272,16,635.0,59,2,0,1,5.9563,7937.6
14,50343,272,16,635.0,87,1,0,0,3.4319,18450.0
14,50343,272,16,635.0,17,1,0,1,1.79,12015.6
14,60279,272,5,635.0,87,1,0,0,0.8866666666666667,5220.0
14,53137,272,16,635.0,81,1,0,1,4.572885714285714,11442.3
14,19679,272,16,635.0,15,2,0,1,3.14,12480.0
14,19679,272,16,635.0,32,2,0,1,4.6865,18004.4
14,19679,272,16,635.0,52,2,0,1,2.6172,12590.0
14,69552,272,16,635.0,59,1,0,1,2.51,2498.6
14,69552,272,16,635.0,59,2,0,1,2.51,2345.2
14,69552,272,16,635.0,65,2,0,1,1.02,5790.0
14,62606,272,16,635.0,81,1,0,1,4.572885714285714,2260.0
14,62606,272,16,635.0,81,2,0,1,1.9316352941176467,12210.0
14,65838,272,16,635.0,59,1,0,1,1.3993,4036.2
14,65838,272,16,635.0,59,2,0,1,1.3993,3788.4
14,13450,939,16,610.0,17,1,0,1,1.17,3960.0
14,69138,939,16,610.0,17,1,0,1,2.5876,15840.0
14,69138,939,16,610.0,59,1,0,1,1.4501249999999999,15078.7
14,70449,939,16,610.0,17,1,0,1,1.5472241379310345,17630.0
14,80485,939,16,610.0,59,1,0,1,1.5159,18990.0
14,50093,939,16,610.0,17,1,0,1,1.0286,6570.0
14,59874,939,16,610.0,81,1,0,1,0.8957,6870.0
14,38443,939,16,610.0,17,1,0,1,1.1093,5940.0
14,51130,939,16,610.0,59,1,0,1,1.946,12800.0
14,25846,939,16,610.0,59,1,0,1,0.2671,1491.3
14,27761,700,16,605.0,59,1,0,1,0.975,5360.0
14,13762,700,16,605.0,17,1,0,1,2.3254,10294.2
14,56879,700,16,605.0,17,1,0,1,1.323,6045.8
14,56879,700,16,605.0,59,1,0,1,2.06872,3720.0
14,50245,700,16,605.0,17,1,0,1,1.7881589473684212,5070.0
14,6454,700,16,605.0,59,1,0,1,2.06872,21460.0
14,6454,700,16,605.0,81,1,0,1,4.435943851717902,12130.0
14,22879,700,16,605.0,87,1,0,0,1.67,11600.0
14,22879,700,16,605.0,17,1,0,1,1.6499999999999997,13480.0
14,23421,700,16,605.0,17,1,0,1,0.83,1017.3
14,48438,700,16,605.0,17,1,0,1,0.4449,3900.4
14,96414,700,16,605.0,17,1,0,1,0.3349,4059.6
14,39276,700,16,605.0,17,2,0,1,0.3938,3320.0
14,81397,700,16,605.0,17,1,0,1,1.62,4414.9
14,27819,700,16,605.0,17,1,0,1,6.986433333333333,32892.7
14,27819,700,16,605.0,59,1,0,1,3.7093,5230.0
14,39081,700,16,605.0,17,1,0,1,1.44,3915.1
14,61177,700,16,605.0,17,1,0,1,1.7881589473684212,350.0
14,61177,700,16,605.0,32,2,0,1,5.140833333333333,30500.0
14,61177,700,16,605.0,17,2,0,1,7.046333333333333,41620.0
14,61177,700,16,605.0,52,2,0,1,7.863566666666666,35570.0
14,42164,700,16,605.0,17,2,0,1,0.6153,4980.0
14,60635,700,16,605.0,17,1,0,1,2.4754,22310.0
14,60635,700,16,605.0,17,2,0,1,2.6851444444444446,1380.0
14,48807,700,16,605.0,17,1,0,1,0.47,2390.0
14,55225,677,5,610.0,32,2,0,1,2.3661,17335.0
14,2916,677,5,610.0,17,1,0,1,3.776,12558.0
14,2916,677,5,610.0,32,2,0,1,2.3066666666666666,11700.0
14,2916,677,5,610.0,59,2,0,1,1.26,4500.0
14,96847,677,5,610.0,17,1,0,1,2.2696666666666663,1092.0
14,34500,677,5,610.0,32,2,0,1,2.9517,17335.0
14,68807,839,5,610.0,17,1,0,1,0.5972,15600.0
14,44625,839,5,610.0,17,1,0,1,1.29,6370.0
14,44625,839,5,610.0,17,2,0,1,1.29,3075.8
14,37363,839,5,610.0,17,1,0,1,2.1022594594594595,21840.0
14,37363,839,5,610.0,17,2,0,1,1.1262142857142856,10545.6
14,90901,839,5,610.0,59,1,0,1,2.921673333333333,6806.0
14,90901,839,5,610.0,59,2,0,1,7.25,20667.0
14,27360,839,5,610.0,17,1,0,1,2.1022594594594595,1315.4
14,56788,839,5,610.0,59,1,0,1,2.921673333333333,41630.0
14,92583,839,5,610.0,87,1,0,0,2.0,8560.0
14,92583,839,5,610.0,17,1,0,1,1.5599999999999998,1562.4
14,11395,839,5,610.0,17,1,0,1,5.2841,25310.0
14,11395,839,5,610.0,59,1,0,1,4.562333333333333,6230.0
14,11395,839,5,610.0,59,2,0,1,4.567,37260.0
14,56446,839,5,610.0,59,1,0,1,2.921673333333333,1869.4
14,68028,839,5,610.0,59,1,0,1,2.921673333333333,2013.2
14,73893,839,5,610.0,65,2,0,1,2.0232159999999997,9870.0
14,61431,839,5,610.0,59,2,0,1,4.409526315789475,8710.0
14,55518,839,5,610.0,17,1,0,1,2.1022594594594595,9470.0
14,52030,839,5,610.0,17,1,0,1,2.1022594594594595,1315.4
14,528,839,5,610.0,59,1,0,1,2.921673333333333,22780.0
14,17407,839,5,610.0,59,1,0,1,1.8279000000000003,10497.4
14,30114,839,5,610.0,59,1,0,1,2.921673333333333,1394.0
14,30114,839,5,610.0,59,2,0,1,1.51,4233.0
14,2716,839,5,610.0,17,1,0,1,2.1022594594594595,4017.6
14,86267,839,5,610.0,52,1,0,1,1.1894443986254295,1740.0
14,57440,839,5,610.0,32,2,0,1,3.72,4860.0
14,67670,751,5,610.0,17,1,0,1,1.538341935483871,646.2
14,67670,751,5,610.0,17,2,0,1,0.6158,4458.6
14,13313,751,5,610.0,17,1,0,1,1.85,10523.2
14,56863,751,5,610.0,17,1,0,1,1.538341935483871,1436.0
14,56863,751,5,610.0,17,2,0,1,1.5098,9908.0
14,28410,751,5,610.0,17,1,0,1,1.538341935483871,5097.8
14,28410,751,5,610.0,17,2,0,1,5.1866,35173.4
14,49130,751,5,610.0,17,1,0,1,2.7138000000000004,5919.3
14,35410,751,5,610.0,17,1,0,1,1.538341935483871,11180.9
14,85541,751,5,610.0,17,1,0,1,1.538341935483871,1315.4
14,66801,751,5,610.0,17,1,0,1,1.538341935483871,11838.6
14,8332,751,5,610.0,17,1,0,1,1.538341935483871,4603.9
14,93538,373,5,670.0,17,1,0,1,3.9500000000000006,16170.0
14,93538,373,5,670.0,59,1,0,1,3.2279,4270.0
14,69576,373,5,670.0,68,1,0,0,0.9315,3396.0
14,75702,373,5,670.0,17,1,0,1,3.5176,17290.0
14,75702,373,5,670.0,17,2,0,1,1.969913037447989,8348.6
14,20456,373,5,670.0,59,1,0,1,6.4646,15300.0
14,85546,373,5,670.0,68,1,0,0,0.9315,22357.0
14,85546,373,5,670.0,17,1,0,1,3.746517647058824,14469.4
14,91794,373,5,670.0,68,1,0,0,0.9315,2547.0
14,33453,170,5,630.0,17,1,0,1,1.3883,10475.4
14,91148,170,5,630.0,17,1,0,1,1.3883,20334.6
14,31899,170,5,630.0,17,1,0,1,1.3883,10380.0
14,54128,170,18,630.0,17,1,0,1,1.3883,18190.0
14,66551,209,18,630.0,17,1,0,1,1.92,4430.0
14,49778,209,18,630.0,52,1,0,1,1.1894443986254295,2991.6
14,25671,209,18,630.0,68,1,0,0,1.4921169017155684,11180.0
14,25671,209,18,630.0,52,1,0,1,1.1894443986254295,2548.4
14,25690,209,18,630.0,87,1,0,0,1.26,5640.0
14,3646,209,18,630.0,17,1,0,1,1.6199999999999999,3280.0
14,5897,209,18,630.0,15,2,0,1,2.1251,14340.0
14,66667,209,18,630.0,32,2,0,1,2.1694,11220.0
14,63812,209,18,630.0,40,1,0,1,1.0513,5230.0
14,90366,252,18,650.0,17,2,0,1,3.988963763066202,14880.0
14,70411,307,18,640.0,17,2,0,1,3.988963763066202,43140.0
14,52304,307,18,640.0,52,2,0,1,2.6294999999999997,12601.079
14,76319,307,18,640.0,52,2,0,1,2.6294999999999997,21668.921
14,15074,307,18,640.0,59,2,0,1,4.135584349593495,37950.0
14,44713,511,16,620.0,59,1,0,1,2.12,7880.0
14,39495,511,16,620.0,17,1,0,1,3.76,17820.0
14,66350,417,18,670.0,32,2,0,1,3.131,15130.0
14,66350,417,18,670.0,59,2,0,1,3.1037,13810.0
14,16785,417,18,670.0,15,2,0,1,1.8399,4360.0
14,16785,417,18,670.0,52,2,0,1,0.84,1331.0
14,82928,417,18,670.0,15,2,0,1,3.785,15840.0
14,82928,417,18,670.0,32,2,0,1,3.785,14870.0
14,63365,417,18,670.0,59,1,0,1,4.41,18920.0
14,72760,417,18,670.0,32,2,0,1,4.092752631578947,5570.0
14,87434,417,18,670.0,15,2,0,1,2.43,7520.0
14,76588,417,18,670.0,59,1,0,1,5.5663,8390.0
14,76588,417,18,670.0,32,2,0,1,6.828599999999999,22670.0
14,55497,417,18,670.0,59,1,0,1,6.7226,13620.0
14,71764,36,18,635.0,87,2,0,0,2.1866666666666665,24400.0
14,71764,36,18,635.0,17,2,0,1,0.91,32176.2
14,4052,36,18,635.0,17,2,0,1,4.68,20684.7
14,17043,36,18,635.0,17,2,0,1,3.333571428571428,23749.1
14,52973,36,18,635.0,43,2,0,0,1.4076949999999997,4920.0
14,39112,266,18,655.0,32,2,0,1,5.82,44650.0
14,43256,266,18,655.0,87,1,0,0,0.8958857142857142,450.0
14,43256,266,18,655.0,87,2,0,0,1.61,4720.0
14,4032,266,18,655.0,87,1,0,0,0.9378,3240.0
14,93168,266,18,655.0,59,1,0,1,1.23,6784.0
14,67743,266,18,655.0,59,1,0,1,0.904,5088.0
14,55823,266,18,655.0,59,1,0,1,0.8921,5088.0
14,38025,266,18,655.0,59,1,0,1,3.94,30170.0
14,11536,803,5,635.0,32,2,0,1,1.26,4490.0
14,75171,803,5,635.0,17,1,0,1,2.007354638187327,1249.3
14,75171,803,5,635.0,17,2,0,1,1.7299999999999998,9656.5
14,98140,803,5,635.0,84,1,0,0,1.9039,3591.7
14,98140,803,5,635.0,87,2,0,0,0.3,1080.0
14,98140,803,5,635.0,59,2,0,1,4.59,22401.5
14,78281,803,5,635.0,17,1,0,1,2.007354638187327,18640.0
14,78281,803,5,635.0,59,2,0,1,3.82,18328.5
14,74427,803,5,635.0,17,1,0,1,2.007354638187327,1088.1
14,74427,803,5,635.0,17,2,0,1,1.4033333333333333,8410.5
14,92544,803,5,635.0,17,1,0,1,2.007354638187327,4160.0
14,21807,803,5,635.0,59,1,0,1,1.0247,5320.0
14,10091,803,5,635.0,87,1,0,0,0.5298333333333333,5100.0
14,85548,803,5,635.0,84,1,0,0,1.9039,1832.5
14,85548,803,5,635.0,32,2,0,1,2.296666666666667,10610.0
14,85548,803,5,635.0,26,2,0,1,3.6318,31930.0
14,85548,803,5,635.0,52,2,0,1,2.659870422535211,566.4
14,71300,803,5,635.0,68,1,0,0,1.9039,7500.0
14,71300,803,5,635.0,84,1,0,0,1.9039,1905.8
14,71300,803,5,635.0,52,2,0,1,2.659870422535211,1203.6
14,5308,803,5,635.0,59,1,0,1,1.0247,8080.0
14,88691,803,5,635.0,17,1,0,1,2.007354638187327,1692.6
14,88691,803,5,635.0,17,2,0,1,2.453,13083.0
14,92187,284,5,650.0,17,1,0,1,1.2444,35190.0
14,4593,284,5,650.0,17,1,0,1,1.7431612903225808,1382.0
14,10311,284,5,650.0,17,1,0,1,1.7431612903225808,12438.0
14,2083,284,5,650.0,59,1,0,1,8.474666666666666,10970.0
14,38481,284,5,650.0,59,1,0,1,2.3103,14483.7
14,84689,284,5,650.0,87,1,0,0,1.7722,4735.5
14,65878,284,5,650.0,87,1,0,0,1.7722,3348.0
14,65878,284,5,650.0,68,1,0,0,4.2919,7374.9
14,65878,284,5,650.0,84,1,0,0,1.9038999999999997,4480.0
14,81034,284,5,650.0,87,1,0,0,1.7722,6814.5
