campaña,id_finca,id_zona,id_estacion,altitud,variedad,modo,tipo,color,superficie,produccion,sup_tot_camp_finca,superficie_total,n_var_camp_finca,prod_shift1,prod_shift2,sup_shift1,sup_shift2,prod_shift1_gt_shift2,prod_shift_max,prod_shift_change,prod_shift_avg,prod_est_mean_change,prod_he_shift1,prod_he_shift2,prod_he_shift_change,prod_he_shift_avg,prod_he_var_zone_mean_hist,prod_he_var_zone_std_hist,prod_he_var_mean_hist,prod_he_var_std_hist,prod_var_shift_1,prod_var_shift_2,prod_he_zone_mean,prod_he_zone_std,prod_he_var_mean,prod_he_var_std,prod_finca_shift_1,prod_finca_shift_2
14,71061,464,3,655.0,32,2,0,1,2.2081,1213.8,2.2081,2.2081,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,39360,464,3,655.0,32,2,0,1,3.08,1734.0,3.08,3.0800000000000005,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,13802,464,3,655.0,32,2,0,1,2.709227272727273,173.4,2.709227272727273,0.6237878787878789,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,18976,464,14,655.0,32,2,0,1,2.08,1040.4,2.08,2.08,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,13439,428,14,730.0,32,2,0,1,1.3984,754.0,1.3984,1.3984,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
14,19515,973,2,500.0,32,2,0,1,5.0139,18980.5,5.0139,5.0139,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
14,35465,964,2,500.0,32,2,0,1,3.8165,13557.5,3.8165,3.8165,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,37826,964,2,500.0,32,2,0,1,4.4695,16811.3,14.6177,14.617700000000001,2,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,37826,964,2,500.0,17,2,0,1,10.1482,50080.0,14.6177,14.617700000000001,2,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
14,49672,828,2,500.0,32,2,0,1,1.1995,4880.7,1.1995,1.1995,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
14,55814,44,7,630.0,32,2,0,1,2.7648,27560.0,12.503763513513514,12.503763513513514,4,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,55814,44,7,630.0,81,1,0,1,2.95,17000.0,12.503763513513514,12.503763513513514,4,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,55814,44,7,630.0,17,1,0,1,1.4392999999999998,20640.0,12.503763513513514,12.503763513513514,4,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,55814,44,7,630.0,40,2,0,1,2.16,23400.0,12.503763513513514,12.503763513513514,4,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
14,55814,44,7,630.0,17,2,0,1,2.1596635135135136,6910.0,12.503763513513514,12.503763513513514,4,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
14,55814,44,7,630.0,81,2,0,1,1.03,6460.0,12.503763513513514,12.503763513513514,4,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
14,27629,44,7,630.0,32,2,0,1,2.7647999999999997,14160.0,2.7647999999999997,2.7647999999999997,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,72124,379,16,620.0,32,2,0,1,0.9395000000000001,4865.0,0.9395000000000001,0.9395000000000001,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,57254,379,7,620.0,32,2,0,1,1.4107,18120.0,2.62148,2.404986666666667,2,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,57254,379,7,620.0,59,1,0,1,1.21078,11280.0,2.62148,2.404986666666667,2,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,80170,379,7,620.0,32,2,0,1,2.1631,8817.036,2.1631,3.8242555555555557,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,94886,726,7,610.0,32,2,0,1,3.5729,10505.0,6.2529,4.168455555555556,2,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,94886,726,7,610.0,17,1,0,1,2.6800000000000006,6744.0,6.2529,4.168455555555556,2,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,44512,726,7,610.0,32,2,0,1,3.814666666666666,10505.0,3.814666666666666,3.8146666666666658,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,64499,893,7,590.0,32,2,0,1,1.3996000000000002,5626.71,1.3996000000000002,1.3996000000000002,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,84904,893,7,590.0,32,2,0,1,1.021,4126.254,1.021,1.021,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,14470,506,7,610.0,32,2,0,1,6.127666666666666,58880.0,10.847558695392827,9.316045491056869,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,14470,506,7,610.0,59,1,0,1,1.1455920287261596,5300.0,10.847558695392827,9.316045491056869,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,14470,506,7,610.0,17,2,0,1,2.7919,8049.6,10.847558695392827,9.316045491056869,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,14470,506,7,610.0,59,2,0,1,0.7824,7530.0,10.847558695392827,9.316045491056869,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,45489,506,16,610.0,32,2,0,1,6.8,17823.96,6.8,7.86862962962963,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,48877,506,16,610.0,32,2,0,1,12.957333333333333,33616.04,26.8788,31.284355555555553,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,48877,506,16,610.0,52,2,0,1,6.703333333333333,9225.76,26.8788,31.284355555555553,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,48877,506,16,610.0,59,2,0,1,7.218133333333334,15172.338,26.8788,31.284355555555553,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,31153,990,18,665.0,32,2,0,1,0.0995,2709.7,0.0995,0.0995,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,38454,990,18,665.0,32,2,0,1,1.0169,2820.3,1.0169,1.0169,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,81073,849,5,700.0,32,2,0,1,1.72,6320.0,7.2291,4.838347979797979,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
14,81073,849,5,700.0,40,2,0,1,3.2633,4320.0,7.2291,4.838347979797979,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,81073,849,5,700.0,52,2,0,1,2.2458,12570.0,7.2291,4.838347979797979,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,45773,724,16,610.0,32,2,0,1,5.22,2940.0,5.22,6.38,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,87293,724,16,610.0,32,2,0,1,2.7309,14595.0,3.9323,3.531833333333333,2,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,87293,724,16,610.0,59,2,0,1,1.2014,7122.4,3.9323,3.531833333333333,2,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,20693,272,5,635.0,32,2,0,1,2.60222,67420.0,13.46117238095238,14.284795873015874,4,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,20693,272,5,635.0,81,1,0,1,4.572885714285714,2394.9,13.46117238095238,14.284795873015874,4,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,20693,272,5,635.0,59,1,0,1,3.0560666666666667,1636.0,13.46117238095238,14.284795873015874,4,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,20693,272,5,635.0,52,2,0,1,3.23,14171.12,13.46117238095238,14.284795873015874,4,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,87873,272,16,635.0,32,2,0,1,1.3747,5685.6,13.287299999999998,13.287299999999998,2,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,87873,272,16,635.0,59,1,0,1,5.9563,8456.8,13.287299999999998,13.287299999999998,2,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,87873,272,16,635.0,59,2,0,1,5.9563,7937.6,13.287299999999998,13.287299999999998,2,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,19679,272,16,635.0,32,2,0,1,4.6865,18004.4,10.4437,12.126655555555555,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,19679,272,16,635.0,52,2,0,1,2.6172,12590.0,10.4437,12.126655555555555,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,19679,272,16,635.0,15,2,0,1,3.14,12480.0,10.4437,12.126655555555555,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
14,61177,700,16,605.0,32,2,0,1,5.140833333333333,30500.0,21.838892280701753,22.29526641606881,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
14,61177,700,16,605.0,17,1,0,1,1.7881589473684212,350.0,21.838892280701753,22.29526641606881,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,61177,700,16,605.0,17,2,0,1,7.046333333333333,41620.0,21.838892280701753,22.29526641606881,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
14,61177,700,16,605.0,52,2,0,1,7.863566666666666,35570.0,21.838892280701753,22.29526641606881,3,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
14,55225,677,5,610.0,32,2,0,1,2.3661,17335.0,2.3661,2.512102467105263,1,-1.0,-1.0,-1.0,-1.0,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
